"","Class","Chain.length","RI","S_Nu_Me_136","S_Nu_Me_137","S_Nu_Me_138","S_Nu_Me_139","S_Nu_Me_140","S_Nu_Me_141","S_Nu_Me_142","S_Nu_Me_143","S_Nu_Me_144","S_Nu_Me_145","S_PF_Me_176","S_PF_Me_177","S_PF_Me_178","S_PF_Me_179","S_PF_Me_180","S_PF_Me_181","S_PF_Me_182","S_PF_Me_183","S_PF_Me_184","S_PF_Me_185","S_Nu_Ma_026","S_Nu_Ma_027","S_Nu_Ma_028","S_Nu_Ma_029","S_Nu_Ma_030","S_Nu_Ma_041","S_Nu_Ma_042","S_Nu_Ma_043","S_Nu_Ma_044","S_Nu_Ma_045","S_PF_Ma_016","S_PF_Ma_017","S_PF_Ma_018","S_PF_Ma_019","S_PF_Ma_020","S_PF_Ma_031","S_PF_Ma_032","S_PF_Ma_033","S_PF_Ma_034","S_PF_Ma_035","S_Nu_Li_086","S_Nu_Li_087","S_Nu_Li_088","S_Nu_Li_089","S_Nu_Li_090","S_Nu_Li_056","S_Nu_Li_057","S_Nu_Li_058","S_Nu_Li_059","S_Nu_Li_060","S_PF_Li_076","S_PF_Li_077","S_PF_Li_078","S_PF_Li_079","S_PF_Li_080","S_PF_Li_046","S_PF_Li_047","S_PF_Li_048","S_PF_Li_049","S_PF_Li_050","S_Nu_Ib_095","S_Nu_Ib_097","S_Nu_Ib_098","S_Nu_Ib_099","S_Nu_Ib_100","S_Nu_Ib_131","S_Nu_Ib_132","S_Nu_Ib_133","S_Nu_Ib_134","S_Nu_Ib_135","S_PF_Ib_091","S_PF_Ib_092","S_PF_Ib_093","S_PF_Ib_094","S_PF_Ib_096","S_PF_Ib_121","S_PF_Ib_122","S_PF_Ib_123","S_PF_Ib_124","S_PF_Ib_125","S_Nu_Ru_146","S_Nu_Ru_147","S_Nu_Ru_148","S_Nu_Ru_149","S_Nu_Ru_150","S_Nu_Ru_151","S_Nu_Ru_152","S_Nu_Ru_153","S_Nu_Ru_154","S_Nu_Ru_155","S_PF_Ru_206","S_PF_Ru_207","S_PF_Ru_208","S_PF_Ru_209","S_PF_Ru_210","S_PF_Ru_216","S_PF_Ru_217","S_PF_Ru_218","S_PF_Ru_219","S_PF_Ru_220","S_Nu_Ca_358","S_Nu_Ca_360","S_Nu_Ca_361","S_Nu_Ca_362","S_Nu_Ca_364","S_Nu_Ca_365","S_Nu_Ca_366","S_Nu_Ca_367","S_Nu_Ca_368","S_Nu_Ca_369","S_PF_Ca_370","S_PF_Ca_371","S_PF_Ca_372","S_PF_Ca_375","S_PF_Ca_376","S_PF_Ca_377","S_PF_Ca_379","S_PF_Ca_380","S_PF_Ca_381","S_PF_Ca_383"
"10-; 9-C32:1","Alkene",32,3173,0.0772950547593863,0.523800500563996,0,0,0.132350585904787,0.311449793130271,0.757578984244296,0.307694843403865,0.443524876103063,0.873485602691171,0.28786132773642,0.0857345168379171,1.53492727503288,0,0.387951311690448,0.0869719228296665,0.380709682861659,0.35950860871451,0.317552363170146,0.356757577113973,1.55756854235931,1.50988783307042,1.31071756053756,0.31809693443684,0.526643537277716,1.23873277989217,1.46725073571929,1.28908734753519,1.17264420131118,1.33070738494795,0.237519834731127,1.01534706596925,0.268312150372573,0.357290145908779,1.09007312957134,0.805599184807155,0.878020031640073,0.807883557320291,0.637984561294227,3.57807043038195,1.14188286902022,0.878336743843417,1.36807364631137,1.16115895599836,1.18679465402066,0.274371988947806,0.531019272058376,1.66385877454092,1.08403991016237,0.760347373687618,0,0,0,0,0,0,0,0,0,0,1.27467644072761,0.24940774942158,0.409520778503739,0.57003364756794,0.647314098821064,0.541705512156806,0.970615966946148,0.352497539302364,0.264590137451292,0.33699314490294,0.372884899212493,0.437605725252855,0.281938352840194,0.183496802050132,0.139668763938116,0.164703007805746,0.568293767163228,0.284944914970135,0.0866406541450105,0.25604901129833,0.434300980869763,1.03504489267853,0.396455503102029,0.325585520531917,0.840698133576654,0.350929547407074,0.895579782815409,0.665314791263799,1.45034909918487,1.09901467384977,2.32654026222166,3.73764510272826,0.458448250893149,3.28129738151638,0.340832954832719,2.78684692279401,0.297508613765372,0.616382785782867,0.301871997165521,0.374288904249632,0.645726710310695,0.698946846909142,0.801729291624748,0,0.656977701209334,0,0.819632449927655,0.690916158516095,0.706611700532775,0.146139533425953,0.353841500211265,0.219278488495556,0.163655874360617,0,0.27418813802996,0.180029235568886,0.139144785998715,0.179898242520909,0.173318457093506,0.148355733563749
"C32","Alkane",32,3200,0,0.218779181283074,0.244222838506971,0.291058762546293,0.159426059354849,0.184022972513522,0.227220507607561,0.0906519396707545,0.197573814473668,0.143717646197652,0,0,0,0,0,0,0,0,0,0,0.34560398238874,0.265842473892474,0.126639484217752,0.0469086572882545,0.0613661291039586,0.275465860618356,0.311838251291279,0.241018758206055,0.393007091588293,0.252013648291816,0.0417957941869243,0.389633640253646,0.201907248210546,0.183491424523514,0.390645514438525,0.400507842694841,0.358597252447352,0.185174437224363,0.174955665863512,0.537792258013711,0.620183337072861,0.351291164403761,0.655779288517413,0.649105006087435,0.427137786906959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856653181864263,0.192346579207805,0.0945054968875739,0.170679612434308,0,0.251724846745544,0.352408767707791,0.172069941396593,0.084530152735779,0.0806500893280316,0.413234762071506,0.590271940047236,0,0.33713842280855,0.144273076429621,0,0.118972528524071,0,0,0.186712151927045,0.209512573499037,0.180207100818324,0.118421512129717,0.0891494786713584,0.558714004106459,0.217304447173296,0.427380776723678,0.311236800880455,0.342112695224665,0.392431907031519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C33:2_1","Alkadiene",33,3249,0.879555082358279,1.6586334056834,0.606768752551029,2.85057288633825,1.03046826162902,1.67404168819581,3.54433720213343,1.70998138597751,2.56102871662306,6.62425454695266,1.08005610038338,0,1.28899795231428,7.51312089654161,0.116797653327896,0,0.155993376346462,0.948956999050345,0,0,4.59029290383108,3.52025053807335,3.64748967739916,0.581813611968247,0.956557968294338,6.68010073736221,5.25244703910926,6.27721017760154,6.90345477406703,7.24035294954581,0.525660306308181,0.539911990823612,0.406207080082332,1.08106752669285,0.922446646092744,1.07157929776103,2.49408131503236,2.27571405409685,2.07483020013247,1.08743582499794,3.92545708527282,3.11598532055915,3.40650410202705,3.05309963487927,3.96080179589523,1.12651905363504,3.06175449157922,2.69819992912582,3.97642384135445,4.96462817008215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585391500245229,6.15097941361344,0.562294298275121,0.420333518943634,4.17708817264369,0.89322541319707,3.19063153680772,2.51546680324501,0,0,0.617253574189565,0.867262714871551,0.669641140456835,0.479638870516187,0.915163715079041,0.902863619998537,0.789185476620624,1.24564585009701,0,2.56340491947513,1.02937761325625,1.32501870583306,1.79828007298009,0.109607504951683,0.892914358614326,0,0.951233709451742,1.06389020859811,1.07935667660374,0.474501304319033,0,0,0,0,0,0,0,0,0,0
"C33:2_2","Alkadiene",33,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752159099923452,1.0131675787423,1.19272344939351,1.94213237567599,2.00494595414947,1.03866005166798,0.860051781998435,1.08604618452461,0.97648934912648,1.59715309139721,2.71604801905308,1.12494344340809,0.747271517230053,1.30234828516026,3.19527155959752,2.60435137302613,0.767736572447996,1.79622575440629,0.409187310511143,3.85190935492118,0.624010034444379,0.966275482412775,0.924062987896659,0.55298451182337,0.73328594347697,1.38351395629487,1.24912836075892,1.39172766722113,0.661524571947796,1.60117415606511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C33:2_3","Alkadiene",33,3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13779316010895,0.333966696392878,0.259820582523534,0.486577700663609,0,0.907246448419684,0.354885149790458,0.560995750473505,0.133523340995755,1.88293070641957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10-C33:1","Alkene",33,3278,5.73114427534661,8.7089128199269,4.52362684068478,10.2786587137758,7.39089488170409,6.63591808034961,12.1019986604157,7.20697975444444,7.17461359446202,0,0,19.9009933824369,3.33811119596817,13.5814807528419,9.27313590472296,18.4343689965589,8.49932825959038,7.52927946061348,8.44220252319871,10.3956331812709,33.241067846774,33.9441523847509,31.2887079510582,0.59456774359629,1.19385538542399,30.9791644242154,34.4135958535092,31.607365774589,31.4290448892687,32.6083926129793,5.24444022026774,6.38622807361029,4.86455127786176,10.0823192403415,5.54558144904379,2.80866176992327,15.0925431180592,12.0362724645519,13.0899657156562,6.43754759273765,26.8379574072128,30.3734417253155,24.5723717239471,28.9400575039129,29.3945283183178,1.38317398095709,16.4769829541162,27.1731906492217,30.3377870211573,23.8132062886438,0,19.8439381969489,14.3805538636409,8.14672114655521,8.82747564078633,9.45602289610364,7.42045642843746,12.4722724906992,9.1307604177092,12.0631701799404,7.69956455432428,4.21499380648172,4.51557166052974,10.7296726456674,10.5721807208166,5.45189135726765,3.52063781592599,7.72871245815018,2.33199431011985,5.49061411153049,2.88062674997847,3.61357777208886,8.05209944687801,2.3371723301868,4.41425867246716,1.99138615723945,4.31576172603093,1.15851739979932,7.85003436340024,4.87986284467261,7.24460074962304,36.2401604816436,7.76150208375044,4.64539178251448,34.9921951293745,12.7163613725166,36.729417208297,30.0276278872204,37.3227687173649,29.3245447949824,10.9413011391697,19.1232753364368,5.27816517325534,9.03417334247664,11.5051966893449,13.6037431181463,6.66007065598045,9.79306424799544,10.3527681951466,12.5782280759719,34.9329335289474,36.9749357904772,29.4277077167435,4.92059700802335,26.7115610829426,8.08342875130138,28.1353952233445,24.1986056992191,24.6201562773357,7.2781991313461,16.3347710103711,9.84907072266211,6.08834441893133,4.02222352129484,9.31874379094845,7.83538762476773,6.54067056522837,9.28495616269875,6.63442071958754,6.43825150774977
"C33","Alkane",33,3300,0.322205326290838,0.628938860954247,1.98244747524378,1.50450696097938,1.00419558878294,1.96912011169074,1.32668795265556,0.406421674121519,0.405381436062562,1.66722723796607,0,0,0,0,0,0,0,0,0,0,3.93581692025907,3.3695845789947,2.94380492903824,1.50608071125952,1.34110045349523,3.51822161102545,4.03257413653366,2.73813295990456,2.82832586086057,2.40463141566825,0.410230917286128,1.8890443529534,3.20586439876557,1.05891894450902,1.94903555432145,8.02986216521954,2.48438049778072,2.3490258643198,2.28642445077345,1.80795440732483,2.52585658666053,2.89509046961571,2.59270057990444,2.95782338247191,2.69566791764537,4.35103874511917,3.29888623718907,2.56483820368831,4.28580828942973,1.76727347463833,1.8996157402563,3.08915849145244,3.03140834713071,1.44092440393419,0.900856844686089,0.496620976490062,2.73848859907267,2.1868670713461,1.44747938147508,3.59775675320324,1.87948127249844,1.0022295531149,0.962547053555845,1.07677813721784,1.51723959227351,1.17348250494484,1.05504900227761,0.587244381078537,0.315910223305965,0.759793918330397,1.69359173252349,1.47603195651159,1.41452031173238,0.446915793694925,0.429557995925634,1.04116811109325,0.925338294908637,0.603329456838509,1.87013872699539,0.3622534050478,1.12553197545317,3.42901581590816,0.465442607845388,0.408225047967652,2.95585305772834,3.48233744603628,3.93215827321127,5.4191507762673,3.38885136342718,3.104619269433,1.86427732108952,0.916339995769731,15.9237581233114,1.92088126761035,1.12645477983986,1.71709730890069,1.72994585315446,1.4492588434171,1.64485327470718,2.1233602402443,3.07902439757763,3.41111075338264,4.70865402475129,0.893594951190134,2.04621314735716,0,4.78652489475335,3.37394526118621,1.84840708607093,0.414977165752724,1.43759397013229,2.04205025272884,0.279224540623402,0.0987029804991785,1.48635368696874,1.40863617101558,0.260296828509257,0.453452315909196,0.264340886560421,0.273874985368442
"17-; 15-; 13-MeC33","Methyl",33,3327,0.162350752307694,1.86878831290363,0.218301224906016,0.644646806721591,0.565885649461267,0.408422728585728,0.622056495225348,0.363693618929879,0.355502614857599,0.812101059742074,0,0,0,0,0,0,0,0,0,0,1.10466197457683,1.6596504926751,6.83943719713998,5.43199590144465,4.39295882350206,1.04596114395041,2.01618286897553,1.1102029964381,1.4844049663693,1.33775643277581,0,0,0,0,0,0,0,0,0,0,1.86963493348812,0.797561000520771,4.28913553627831,1.1819619377184,0.718096819901409,0,0.465174809138051,1.23090542903341,0.962072596107311,0.723792491764643,0,0,0,0,0,0,0,0,0,0,1.43293378896696,0,1.75438539691964,0,0.317499211631946,5.89497446759697,1.87001396007737,0.239648824831449,1.39430284419896,0.169646210133318,0,0,0,0,0,0,0,0,0,0,3.98070049845577,1.15956862785085,3.7797633026037,4.05277426138188,0.726262328364709,0.117415775137991,0.7016418651243,1.06572290937254,0.856620533473092,3.69722830091262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13, 19-diMeC33","Dimethyl",33,3349,0.0782822474941838,0.461656903275114,0.228092611774047,0.435532129184549,0.29346421594392,0.269512612566604,0.546164833218962,0.291077362970647,0.24204197866454,0.583115012207302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C35:2_1","Alkadiene",35,3449,0.188921883938673,0.531765661092476,0.608158705572456,0.649382226698477,0.507709361592156,0.648145187438039,1.134770368629,0.363252229468384,0.402236707128687,1.06170715323746,0.423452836707385,0.526995666956004,0.399212924447706,0.495278505967567,0,1.32502740421715,0,1.50391655264146,0,0.813662976840501,2.89713588810702,3.30064381770819,2.70075725961237,3.29783584420081,0.804179419768779,4.34513284413067,3.52135476063752,4.75172898791802,4.42813577915893,4.5901568456922,0.327186765750064,0.302946137756782,0.231809604244,0.775617206500322,0.6319580891993,0,1.76624950592267,1.51681795600824,2.07728593542085,1.20335835287474,2.07815747693488,2.51415418759893,1.83940325567194,3.24323788428657,1.98332740051909,1.205293731451,1.20669223820123,1.21589903088893,1.72970562483624,1.93624103120134,0,0,0,0,0,0,0,0,0,0,0.643441155152579,0.263795463589093,0.745644865050556,0.239623670917062,0.669586733169302,0.413384680529665,10.2841820180596,0.420218052430719,0.319288824083256,0.394849809501298,0,0,0,0,0,0,0,0,0,0,0.612423276631388,4.53127826674637,0.650806314693388,0.142715901672303,3.03982717379112,0.937938889771115,2.57445754677528,1.56145735908476,2.58531122785194,3.77712558174443,0.386437262363729,0.756751533179259,0,2.59040093341259,1.93728543471514,0.220391230582523,0,0,0,0,0.205654053061837,0.396742606060319,0.703436006772693,0,0.201486855739074,0,0.185925770803227,0.420868535906969,0,0.117240602642534,0.204069124700788,0.0871948209730884,0.0827897396235106,0.0324784878410455,0.117759420375814,0.134476493972987,0.078922448952538,0.0689692353915747,0.0422327493871681,0.0625799564877733
"C35:2_2","Alkadiene",35,3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96645439505893,1.43494073043053,0,0,1.14142898111712,1.4245218594795,0.924864889838673,1.17416222261035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12-; 10-C35:1","Alkene",35,3470,0.246037886643788,0.631453172823828,0.649895433546215,0.667158219400958,0.518430468830659,0.464047295439435,0.519488365594565,0.347582681120548,0.312477631051151,0.593382439034095,0,0,0,0,0,0,0,0,0,0,4.10249856397916,5.04520530874342,4.19912227010541,0.775112120640317,1.35959120003503,4.34442540752306,4.02523653433934,5.06864981475265,4.18689731960442,4.59171396896614,0.509558647372887,0.611050678802991,0.442866871537777,0.926181391147963,0.822540835225938,3.23032449733682,1.98727063363653,1.70647845814828,2.56353927646287,1.3844863044906,1.98899357478765,2.91111641756227,1.94314936607332,2.89154815549222,2.21989138395652,1.21214961275421,1.14973230576123,1.52726732853379,1.81915049212403,1.54995044866008,0,0,0,0,0,0,0,0,0,0,0.635081453449151,0.362456749787824,0.702973334833922,0.569437946902997,0.791685114670872,0.295321936092116,0,0.40504851051501,0.354162544254121,0.369933331242373,0,0,0,0,0,0,0,0,0,0,0.879168867077836,4.66986034276085,0.903862526490441,0.181880630374563,3.80771430760472,0.784320278045621,4.43085942648401,1.23872756507533,2.52445547596113,1.86818958420483,0.618316462489958,0.377686199942449,1.002932287551,1.62705698061146,1.44702359126989,0,0,0.915695415184297,0.802158848101619,0.96206554234996,0.635989660141731,0.847837825476932,0.966895408314213,0,0.566164101678187,0,0.761800281476989,0.756471618851858,1.40180499580169,0.206052441619616,0.296373382224107,0.252555015965949,0.205326446842087,0,0.185857440490799,0.213415536008148,0.0989614437202188,0.0112052523839337,0.100061161099873,0.113370941239904
"C35","Alkane",35,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253761805121574,0.536460103263572,0.469283451762805,0,0.0996680594107616,0.472656718113418,0.596885633157525,0.667992273794903,0.432649826187141,0.531604327820436,0,0.133316145101246,0.175398589246179,0.0677875853955266,0.172260031357492,0,0.447833630982143,0.339896866304087,1.1507273853206,0.323564355903592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-; 17-; 15-MeC37","Methyl",37,3722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110648769551345,0.277375419292425,0.25670173696694,0.292691727022109,0.54222991807508,0.0706545465083824,0.0535799292575556,0.0991936518061504,0.154245825859526,0.0691971587851207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
